message,label
"Work from home and earn ₹50,000 per week.",scam
ক্লাস কখন শেষ হবে?,ham
৬০% ছাড়ে জুতো! এখনই অর্ডার করুন।,spam
आपका एटीएम कार्ड बंद किया जा सकता है।,fraud
"घर बैठे काम करें और ₹50,000 कमाएँ।",scam
Flat 50% off on shoes. Shop now!,spam
আজ সন্ধ্যায় সিনেমা দেখতে যাবো?,ham
আপনার কার্ড বন্ধ হয়ে যাবে। অবিলম্বে কাজ করুন।,fraud
Your bank account is at risk. Verify now.,fraud
"You've won a lottery of ₹1,00,000. Claim now!",scam
ক্লাস কখন শেষ হবে?,ham
Flat 50% off on shoes. Shop now!,spam
Flat 50% off on shoes. Shop now!,spam
দয়া করে আপনার KYC আপডেট করুন।,fraud
ক্লাস কখন শেষ হবে?,ham
Flat 50% off on shoes. Shop now!,spam
এই কোডটি ব্যবহার করে রিচার্জ করুন।,spam
Don't forget the meeting at 5 PM.,ham
বিনামূল্যে ফোন জিতুন! লিঙ্কে ক্লিক করুন।,scam
Are you free for dinner tonight?,ham
"বাড়িতে বসে কাজ করুন এবং প্রতি সপ্তাহে ₹৫০,০০০ আয় করুন।",scam
Flat 50% off on shoes. Shop now!,spam
বিনামূল্যে ফোন জিতুন! লিঙ্কে ক্লিক করুন।,scam
"एक नया फोन जीतने का मौका, अभी क्लिक करें।",scam
ক্লাস কখন শেষ হবে?,ham
ক্লাস কখন শেষ হবে?,ham
मम्मी ने दवाई लाने को कहा है।,ham
आपका एटीएम कार्ड बंद किया जा सकता है।,fraud
मम्मी ने दवाई लाने को कहा है।,ham
Get a free iPhone now by clicking this link!,scam
यह ऑफर सीमित समय के लिए है।,spam
"आपने ₹1,00,000 की लॉटरी जीती है!",scam
এই কোডটি ব্যবহার করে রিচার্জ করুন।,spam
ক্লাস কখন শেষ হবে?,ham
क्या आज मिल सकते हैं?,ham
क्या आज मिल सकते हैं?,ham
आपका एटीएम कार्ड बंद किया जा सकता है।,fraud
अपना KYC अपडेट करें वरना खाता बंद हो जाएगा।,fraud
Are you free for dinner tonight?,ham
বিনামূল্যে ফোন জিতুন! লিঙ্কে ক্লিক করুন।,scam
Your bank account is at risk. Verify now.,fraud
यह ऑफर सीमित समय के लिए है।,spam
Final warning: Your card will be blocked. Act now.,fraud
यह ऑफर सीमित समय के लिए है।,spam
এই কোডটি ব্যবহার করে রিচার্জ করুন।,spam
আমার সাথে একটু দেখা করবি?,ham
আমার সাথে একটু দেখা করবি?,ham
আপনার ব্যাঙ্ক অ্যাকাউন্ট ঝুঁকির মধ্যে রয়েছে। এখনই যাচাই করুন।,fraud
"সীমিত সময়ের অফার, মিস করবেন না!",spam
We detected unusual activity. Click to secure your account.,fraud
ক্লাস কখন শেষ হবে?,ham
আমার সাথে একটু দেখা করবি?,ham
"সীমিত সময়ের অফার, মিস করবেন না!",spam
"एक नया फोन जीतने का मौका, अभी क्लिक करें।",scam
"আপনি ₹১,০০,০০০ জিতেছেন! এখনই দাবি করুন!",scam
अपना KYC अपडेट करें वरना खाता बंद हो जाएगा।,fraud
क्लास कब खत्म होगी?,ham
क्या आज मिल सकते हैं?,ham
"আপনি ₹১,০০,০০০ জিতেছেন! এখনই দাবি করুন!",scam
"You've won a lottery of ₹1,00,000. Claim now!",scam
"घर बैठे काम करें और ₹50,000 कमाएँ।",scam
"एक नया फोन जीतने का मौका, अभी क्लिक करें।",scam
আপনার ব্যাঙ্ক অ্যাকাউন্ট ঝুঁকির মধ্যে রয়েছে। এখনই যাচাই করুন।,fraud
"আপনি ₹১,০০,০০০ জিতেছেন! এখনই দাবি করুন!",scam
আপনার ব্যাঙ্ক অ্যাকাউন্ট ঝুঁকির মধ্যে রয়েছে। এখনই যাচাই করুন।,fraud
इस कोड से फ्री रिचार्ज पाएं।,spam
দয়া করে আপনার KYC আপডেট করুন।,fraud
দয়া করে আপনার KYC আপডেট করুন।,fraud
"आपका बैंक खाता असुरक्षित है, अभी सत्यापित करें।",fraud
